,SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP,id,SAMPLE,ROCK
3299,40.26,0.04,19.34,4.09,9.7,4.5,19.1,0.49,0,0.04,0.08,0,0.01,0,0,0,0,0,0,0,0.59,0,PYROPE,GARNET,NA,NA,NA
3300,40.74,0.1,19.27,6.75,8.12,6.05,17.97,0.7,0,0,0.01,0,0.12,0,0,0,0,0,0,0,0.84,0,PYROPE,GARNET,NA,NA,NA
3301,24.24,18.77,0.31,0.32,19.58,31.72,1.09,0.41,0.03,0.3,0.02,0.41,0.06,0,0.05,0,0,0.11,0,0,0.62,0,SCHORLOMITE,GARNET,NA,NA,NA
3302,31.46,11.83,1.39,0,18.27,32.75,1.22,0.18,0,0.22,0.08,0.41,0,0,0.14,0,0,0,0,0,0.4,0,SCHORLOMITE,GARNET,NA,NA,NA
3303,32.33,8.6,4.11,0.04,19.86,33.24,0.8,0.42,0.01,0.09,0.04,0.38,0,0,0.04,0,0,0.12,0,0,0.19,0,SCHORLOMITE,GARNET,NA,NA,NA
3304,32.26,9.29,2.32,0.12,19.17,30.37,1.61,0.36,0.04,0.34,0.1,0,0.24,0,0.04,0,0,0.01,0,0,0.54,0,SCHORLOMITE,GARNET,NA,NA,NA
3305,29.77,11.84,0.81,0.12,20.06,31.85,0.52,0.38,0.06,0.41,0.27,0.41,0.07,0,0.22,0,0,0.02,0,0,0.39,0,SCHORLOMITE,GARNET,NA,NA,NA
3306,29.22,10.75,1.05,0.35,20.61,31.06,0.66,0.81,0.05,0.32,0.05,0.36,0,0.01,0.06,0,0,0.01,0,0,1.91,0,SCHORLOMITE,GARNET,NA,NA,NA
3307,30.9,11.25,0.73,0.15,22.01,32,0.55,0.35,0.01,0.35,0.08,0,0,0,0.08,0,0,0.02,0,0,0.24,0,SCHORLOMITE,GARNET,NA,NA,NA
3308,27.64,15.31,2.15,0.25,18.57,30.85,1.08,0.56,0.06,0.37,0.12,0.38,0.2,0.02,0.06,0,0,0.12,0,0,2.73,0,SCHORLOMITE,GARNET,NA,NA,NA
3309,26.61,16.85,3.23,0.52,16.34,32.56,1.14,0.44,0.03,0.12,0.04,0.41,0,0,0.07,0,0,0.12,0,0,0.78,0,SCHORLOMITE,GARNET,NA,NA,NA
3310,32.52,8.21,0.14,0.1,21.1,32.66,1.72,0.2,0,0.31,0.01,0.41,0.42,0,0.08,0,0,0.11,0,0,0.54,0,SCHORLOMITE,GARNET,NA,NA,NA
3311,28.41,14.43,2.86,0.19,19.66,32.65,0.95,0.59,0.01,0.11,0.04,0.38,0,0,0.07,0,0,0.01,0,0,0.7,0,SCHORLOMITE,GARNET,NA,NA,NA
3312,30.77,9.77,3.54,0.02,19.01,32.7,0.62,0.62,0.02,0.16,0.08,0,0,0,0.06,0,0,0.12,0,0,0,0,SCHORLOMITE,GARNET,NA,NA,NA
3313,32.52,8.65,1.4,0.04,23.51,32.83,0.4,0.47,0.01,0.17,0.08,0.38,0,0.01,0.06,0,0,0.12,0,0,0.16,0,SCHORLOMITE,GARNET,NA,NA,NA
3314,29.61,14.09,0.76,0.02,19.32,31.17,0.46,0.41,0.04,0.29,0.13,0,0,0,0.14,0,0,0.08,0,0,0.33,0,SCHORLOMITE,GARNET,NA,NA,NA
3315,28.95,13.08,2.14,0.03,18.43,31.73,0.92,0.22,0.01,0.19,0.07,0.38,0,0,0.05,0,0,0.15,0,0,0.69,0,SCHORLOMITE,GARNET,NA,NA,NA
3316,31.46,11.18,1.06,0.11,21.92,31.46,0.61,0.38,0.04,0.27,0.06,0,0,0,0.06,0,0,0.01,0,0,0.32,0,SCHORLOMITE,GARNET,NA,NA,NA
3317,32.71,5.39,3.89,0,20.63,32.45,0.7,0.26,0.03,0.09,0.03,0.41,0,0,0.08,0,0,0.08,0,0,0.21,0,SCHORLOMITE,GARNET,NA,NA,NA
3318,29.01,15.25,0.29,0.28,16.2,30.84,0.93,0.36,0.18,1.05,0.05,0.38,0.43,0.02,0.1,0,0,0.13,0,0,3.86,0,SCHORLOMITE,GARNET,NA,NA,NA
3319,27.3,15.87,3.22,0.15,18.44,32.29,1.15,0.44,0,0.07,0.03,0.38,0.14,0,0.13,0,0,0.11,0,0,0.62,0,SCHORLOMITE,GARNET,NA,NA,NA
3320,30.05,10.36,2.14,0.12,19.84,31.97,0.8,0.28,0.01,0.13,0.03,0.41,0,0,0.06,0,0,0.08,0,0,0.64,0,SCHORLOMITE,GARNET,NA,NA,NA
3321,28.56,11.74,3.09,0,18.31,32.08,0.9,0.47,0.02,0.05,0.1,0,0,0,0.06,0,0,0.13,0,0,0.43,0,SCHORLOMITE,GARNET,NA,NA,NA
3322,27.03,17.49,1.59,0.07,19.39,31.67,1.13,0.52,0.02,0.02,0.07,0.41,0.12,0,0.04,0,0,0.05,0,0,1.98,0,SCHORLOMITE,GARNET,NA,NA,NA
3323,28.96,15.25,0.28,0.14,16.81,31.26,0.9,0.35,0.03,0.91,0.09,0.41,0.43,0.02,0.09,0,0,0.08,0,0,2.99,0,SCHORLOMITE,GARNET,NA,NA,NA
3324,31.18,10.98,3.2,0.02,20.05,33.22,0.82,0.4,0.03,0.12,0.08,0.41,0,0.01,0.04,0,0,0.1,0,0,0.3,0,SCHORLOMITE,GARNET,NA,NA,NA
3325,31.5,8.9,0.88,0.01,24.79,31.94,0.32,0.8,0.02,0.28,0.04,0,0,0,0.06,0,0,0.08,0,0,0.43,0,SCHORLOMITE,GARNET,NA,NA,NA
3326,32.04,8.99,1.86,0,21.13,32.98,0.84,0.35,0,0.14,0.04,0,0,0,0.03,0,0,0.01,0,0,0.35,0,SCHORLOMITE,GARNET,NA,NA,NA
3327,23.77,19.01,0.35,0.29,18.35,31.6,1.22,0.38,0.01,0.38,0.02,0.38,0.43,0,0.04,0,0,0.07,0,0,1.25,0,SCHORLOMITE,GARNET,NA,NA,NA
3328,29.07,14.34,0.66,0.21,21,31.69,0.9,0.35,0.01,0.3,0.04,0.36,0,0,0.13,0,0,0.02,0,0,0.42,0,SCHORLOMITE,GARNET,NA,NA,NA
3329,32.79,7.27,2.12,0.03,22.27,33.12,0.49,0.54,0.01,0.12,0.08,0,0,0,0.02,0,0,0.11,0,0,0.15,0,SCHORLOMITE,GARNET,NA,NA,NA
3330,31.51,8.81,2.46,0.01,21.62,32.27,0.65,0.37,0,0.14,0.09,0,0,0,0.06,0,0,0.02,0,0,0.24,0,SCHORLOMITE,GARNET,NA,NA,NA
3331,30.01,10.9,0.89,0,21.12,31.08,0.58,0.3,0.01,0.38,0.04,0.41,0.15,0,0.09,0,0,0.02,0,0,0.46,0,SCHORLOMITE,GARNET,NA,NA,NA
3332,28.01,15.73,1.68,0.25,19.3,31.37,1.04,0.29,0.02,0.27,0.05,0.41,0.2,0,0.09,0,0,0.02,0,0,0.6,0,SCHORLOMITE,GARNET,NA,NA,NA
3333,28.21,13.28,2.97,0.11,18.79,32.34,1.08,0.42,0.02,0.12,0.04,0.41,0,0,0.06,0,0,0.07,0,0,0.49,0,SCHORLOMITE,GARNET,NA,NA,NA
3334,28.96,11.14,3.2,0,18.13,32.02,0.88,0.4,0.03,0.07,0.1,0,0,0,0.08,0,0,0.03,0,0,0.46,0,SCHORLOMITE,GARNET,NA,NA,NA
3335,29.13,12.3,2.19,0.17,19.89,31.81,0.92,0.35,0.11,0.17,0.11,0,0,0,0.06,0,0,0.01,0,0,0.55,0,SCHORLOMITE,GARNET,NA,NA,NA
3336,29.86,12.21,0.82,0.17,20.19,31.49,0.36,0.35,0.08,0.35,0.08,0,0,0,0.26,0,0,0.02,0,0,0.4,0,SCHORLOMITE,GARNET,NA,NA,NA
3337,31.17,9.59,2.06,0.06,22.54,32.1,0.65,0.3,0.01,0.19,0.02,0.41,0,0.01,0.04,0,0,0.12,0,0,0.34,0,SCHORLOMITE,GARNET,NA,NA,NA
3338,30.38,10.43,0.76,0.03,22.5,31.78,0.52,0.31,0.01,0.3,0.02,0,0,0,0.02,0,0,0.02,0,0,0.31,0,SCHORLOMITE,GARNET,NA,NA,NA
3339,30.12,14.04,1.22,0.11,13.24,34.78,2.11,0.1,0.01,0.01,0.07,7.24,0.31,0.01,0.08,0,0,0.11,0,0,0.04,0,SCHORLOMITE,GARNET,NA,NA,NA
3340,29.58,12.48,0.78,0.09,21.3,31.5,0.54,0.53,0,0.39,0.08,0,0,0,0.09,0,0,0,0,0,0.55,0,SCHORLOMITE,GARNET,NA,NA,NA
3341,29.63,11.82,2.38,0.02,20.6,31.6,0.81,0.4,0.01,0.2,0.02,0.36,0,0,0.05,0,0,0.02,0,0,0.71,0,SCHORLOMITE,GARNET,NA,NA,NA
3342,23.8,13.65,4.47,0.39,12.27,31.65,2.6,0.05,0.04,0.23,0.07,7.85,0.64,0.03,0.08,0,0,0.15,0,0,8.28,0,SCHORLOMITE,GARNET,NA,NA,NA
3343,28.05,14.48,3.2,0.18,18.47,32.85,1.06,0.51,0,0.09,0.14,7.24,0.05,0.01,0.08,0,0,0.11,0,0,0.6,0,SCHORLOMITE,GARNET,NA,NA,NA
3344,31.78,8.07,3.42,0.1,21.56,32.25,0.56,0.62,0.04,0.12,0.1,0,0,0.01,0.04,0,0,0.15,0,0,0,0,SCHORLOMITE,GARNET,NA,NA,NA
3345,28.89,13.82,0.9,0,18.88,32.36,0.79,0.42,0,0.27,0.08,0,0,0,0,0,0,0.01,0,0,0.83,0,SCHORLOMITE,GARNET,NA,NA,NA
3346,29.89,11.26,0.76,0.09,21.65,31.64,0.75,0.35,0.1,0.29,0.06,0,0,0.01,0.06,0,0,0.05,0,0,0.39,0,SCHORLOMITE,GARNET,NA,NA,NA
3347,29.42,13.45,2.59,0.12,17.99,33.99,1.03,0.32,0.02,0.15,0.07,0.38,0,0,0.08,0,0,0.09,0,0,0.3,0,SCHORLOMITE,GARNET,NA,NA,NA
3348,29.95,12.77,2.66,0.22,18.33,32.6,0.92,0.38,0,0.09,0.08,0.38,0,0,0.14,0,0,0.07,0,0,0.36,0,SCHORLOMITE,GARNET,NA,NA,NA
3349,32.7,8.35,3.18,0.41,18.02,29.65,1.53,0.39,0.06,0.36,0.12,0.36,0.64,0.01,0.1,0,0,0,0,0,0.42,0,SCHORLOMITE,GARNET,NA,NA,NA
3350,32.43,8.95,3.58,0.04,19.92,32.36,0.65,0.43,0.06,0.12,0.05,0,0,0,0.04,0,0,0.01,0,0,0,0,SCHORLOMITE,GARNET,NA,NA,NA
3351,36.11,4.48,13.84,0.07,16.09,0.04,14.33,0.17,8.46,0.66,0,3.5,0.27,0.09,0.01,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3352,36.91,3.18,16.01,0,21.36,0.01,8.49,0.44,9.3,0.09,0,3.98,0,0,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3353,33.34,6.68,14.74,0,10.19,2.35,15.1,0.17,4.97,0.62,0,3.18,1.56,0.09,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3354,35.79,6.04,15.37,0.03,11.29,0.03,16.19,0.1,9.11,0.68,0.01,3.8,0.63,0.01,0.16,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3355,39.57,0.28,13.39,0,3.01,0,26.12,0,9.76,0.07,0,3.88,0.82,0,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3356,35.75,1.55,9.59,0.05,38.31,0.09,1.14,0.61,8.53,0.57,0.06,3.29,0.23,0.64,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3357,36.28,2.73,16.7,0.09,20.28,0.01,9.02,0.79,10.32,0.19,0.01,3.61,0.7,0.01,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3358,40.57,0.33,0.96,0.06,17.49,0.14,24.66,0.14,9.32,0.35,0.02,3.04,2.2,0.04,0.05,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3359,38.29,4.43,13.25,0,16.32,0.01,13.49,0.44,9.52,0.09,0,3.91,0,0.04,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3360,38.3,1.49,12.46,0.11,5.12,0.07,27.72,0.07,7.44,0.12,0.03,2.9,0.58,0.02,0.08,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3361,34.66,3.26,16.11,0,32.27,0.02,0.71,0.28,8.8,0.08,0,3.49,0.55,0.52,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3362,38.16,3.52,13.21,0.02,16.95,0.09,13.4,0.45,9.14,0.21,0,3.88,0.6,0.09,0.01,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3363,41.66,1.94,11.85,0.1,4.14,0.02,25.43,0.02,10.54,0.17,0,3.42,1.89,0,0.04,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3364,35.62,3.15,15.56,0.32,5.24,0.14,22.12,0.08,8.55,0.16,0,3.95,0.39,0.04,0.07,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3365,38.88,7.75,10.16,0.06,8.46,0.06,18.88,0.02,9.59,0.42,1.11,3.4,2.6,0.01,0.09,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3366,36.02,3.12,16,0,12.83,0.08,18,0.08,9.71,0.32,0,3.48,1.77,0.02,0.04,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3367,37.29,7.4,8.8,0.04,20.16,0.03,11.82,0.13,9.34,0.27,0.07,3.85,0.12,0.01,0.03,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3368,36.09,3.49,19.76,0.06,22.16,0.01,5.31,0.16,9.12,0.5,0.02,3.63,0.21,0.09,0.13,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3369,34.25,4.05,15.63,0.01,24.76,0.05,6.11,0.26,9.45,0.06,0,3.56,0.31,0.06,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3370,42.39,0.27,11.24,0.73,2.9,0,25.67,0.03,10.25,0.18,0,4.18,0.45,0.05,0.21,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3371,34.85,3.94,19.93,0.07,21.23,0.02,7.67,0.6,9.84,0.09,0,3.61,0.28,0.07,0.09,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3372,36.98,5.9,14.59,0.05,11.5,0,16.02,0.01,8.98,0.98,0,3.72,0.47,0.03,0.08,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3373,41.1,4.34,13.33,0.09,7.41,0,18.14,0.02,9.19,0.78,0.03,2.6,3.28,0.06,0.02,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3374,35.87,4.21,14.12,0,18.16,0.01,13.21,0.39,9.23,0.35,0.03,3.73,0.38,0.07,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3375,37.96,0.21,17.65,0,1.55,0.01,25.22,0.09,10.31,0.27,0.01,3.04,1.91,0,0.01,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3376,39.03,5.34,8.38,0.04,19.15,0.02,14.6,0.1,9.35,0.03,0.09,3.66,0.59,0.02,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3377,37.32,6.66,13.54,0,13.74,0.02,15.67,0.34,8.54,0.96,0,3.92,0.52,0.01,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3378,38.89,2.15,17.62,0.11,3.06,0.01,22.61,0.04,8.47,1.1,0.03,3.98,0.34,0.01,0.23,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3379,37.32,2.63,13.55,0.04,19.3,0,12.18,0.32,9.78,0.09,0.01,3.47,0.91,0.08,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3380,43.68,2.44,9.25,0.36,3.86,0,24.4,0.02,10.93,0.15,0.02,1.63,6.21,0,0.11,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3381,35.85,3.55,14.29,0.03,23.44,0.02,8.96,0.22,8.28,0.35,0,3.89,0.22,0.3,0.04,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3382,37.36,2.93,15.31,0,7.17,0.06,21.51,0.15,10.13,0.33,0.03,3.73,1.32,0.01,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3383,37.01,2.98,14.02,0,16.82,0.08,14.41,0.36,8.87,0.16,0,4.04,0.71,0.13,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3384,42.48,1.43,16.23,0,16.53,0,13.71,0,9.58,0,0,4.12,0,0,0.04,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3385,36.3,1,18.2,0,3,0,23.9,0,9.1,0.2,0,3.94,0.27,0.01,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3386,35.25,4.51,18.33,0.03,19.64,0.1,9.15,0.15,8.93,0.42,0.02,3.9,0.57,0.28,0.01,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3387,41.26,2.2,12.25,0.46,5.05,0,24.12,0,10.51,0.1,0.01,2.35,3.78,0,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3388,35.38,4.15,14.2,0.01,25.9,0,6.74,0.32,9.69,0.19,0.02,3.73,0.62,1.33,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3389,34.35,2.53,19.78,0.03,23.46,0,5.38,0.12,9.29,0.15,0.03,2.61,1.35,0.61,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3390,37.13,9.46,12.63,0.03,13.3,0.13,14.86,0.12,9.06,0.76,0,4.04,1.19,0.2,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3391,34.38,1.41,18.41,0.01,3.43,0.02,23.62,0,9.36,0.13,0.02,3.81,0.4,0.01,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3392,37.76,4.35,14.13,0,15.57,0,14.68,0.21,8.57,0.95,0.04,3.47,0.43,0.06,0.06,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3393,35.94,0.39,18.38,0,7.12,0.02,21.31,0.02,10.75,0.19,0.03,3.6,0.73,0.03,0.04,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3394,41.48,1.36,12.61,0.23,4.03,0.02,24.8,0.08,10.98,0.13,0,4.25,0.37,0.06,0.11,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3395,36.06,5.08,16.08,0,7.42,0.02,20.36,0.05,9.22,0.43,0,4,0.36,0,0.08,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3396,35.56,3.8,17.33,0,26.98,0.03,3.25,0.44,9.48,0.05,0,3.84,0.12,0.22,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3397,34.66,4.14,12.05,0,14.78,0.06,13.14,0.19,8.6,0.3,0.03,3.81,0.21,0,0,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3398,35.44,4.41,13.24,0,22.86,0.1,9.45,0.37,8.27,0.51,0,3.79,0.46,0.25,0.03,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3399,33.12,0.61,18.53,0,2.51,0.1,22.8,0,7.69,0.06,0.05,3.52,0.75,0,0.03,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3400,40.92,1.83,16.82,0,18.24,0,11.79,0,10.08,0,0,4.15,0,0.33,0.09,0,0,0,0,0,0,0,BIOTITE (SENSU LATO),MICA,NA,NA,NA
3401,49.82,0.16,5.27,0.11,23.99,0.81,3.68,0.06,7.17,0.17,0,3.62,1.8,0.33,0.26,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3402,48.4,0.08,8.95,0.17,22.78,0.78,3.09,0.06,5.35,0.04,0.13,3.35,1.02,2.51,0.19,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3403,49.72,0.05,7.45,0.21,25.47,1.26,3.57,0,5.66,0.2,0,3.72,0.91,0.47,0,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3404,50.86,0.31,5.43,0.07,15.65,0.39,5.5,0,9.04,0.12,0.49,1.83,4.19,0.34,0.1,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3405,50.72,0.1,1.95,0.02,21.96,0.33,5.9,0,8.01,0.11,0.14,3.41,1.58,1.47,0.22,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3406,55.72,0.3,5.28,0.1,13.4,0.18,6.1,0.02,9.65,0.03,0.1,3.61,0.9,0.08,0.2,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3407,54.07,0.41,5.96,0.07,13.84,0.11,19.74,0.06,7.98,0.05,0,3.72,2.38,0.04,0.1,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3408,51.23,0.08,2.93,0,17.9,0,8.92,0,7.38,0.01,0,1.55,2.72,3,0.2,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3409,47.73,0.03,5.88,0.17,23.98,0.75,3.35,0.02,7.66,0.04,0.07,3.33,1.19,2.52,0.2,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3410,47.27,0.04,3.28,0.14,21.06,0.17,4.88,0.01,7.29,0.08,0.16,4.02,0.46,0.49,0.32,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3411,44.52,0.2,7.67,0,28.92,1.18,2.25,0,5.32,0.2,0.17,3.7,1.23,1.2,0.17,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3412,52.48,0.11,5.96,0.04,20.7,0.57,3.81,0,8.09,0.07,0,3.71,1.7,0.25,0.23,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3413,50.66,0.05,3.85,0.01,17.79,0.42,7.07,0,9.05,0.14,0.7,3.33,2.61,0.37,0.4,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3414,49.2,0.2,15.4,0.1,9.1,0.8,0.5,1.7,9.4,0.5,0,0.03,8.9,0.5,0.04,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3415,56.76,0.14,8.62,0,14.81,0.47,5.99,0.18,8.38,0.14,0,3.22,2.71,0.15,0.22,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3416,52.19,0.1,5.34,0.24,19.02,0.43,4.05,0,7.91,0.08,1.02,2.15,2.92,0.37,0.19,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3417,49.08,0.07,6.72,0,18.14,0.54,3.53,0.2,7.2,0.1,0,2.87,2.84,0,0.03,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3418,47.18,0.15,4.83,0.22,27.27,0.7,3.67,0.07,7.27,0.06,0.09,3.54,1.05,0.5,0.18,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3419,51.38,0,0.07,0.92,22.62,0.12,5.89,0,10.55,0.01,0.15,2.97,1.56,3.22,0,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3420,45.55,0.41,6.7,0.29,18.59,0.19,3.83,0,7.89,0.11,0.11,2.94,1.95,0.36,0.19,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3421,52.22,0.04,3.02,0.09,18.48,0.67,8.92,0.03,6.94,0.09,0.35,0,7,3.19,0.22,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3422,55.42,0.13,6.08,0.23,17.95,0.71,5.22,0,7.3,0.25,0.04,1.32,4.36,0.34,0.4,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3423,52.47,0.1,2.96,0.08,19.46,0.74,9.29,0.06,5.9,0.1,0.23,1.65,2.96,0.32,0.41,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3424,52.48,0.08,5.76,0,27.29,0.82,3.09,0,6.05,0.14,0.16,3.78,1.43,0.28,0.27,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3425,52.52,0.12,6.48,0.18,20.54,0.42,4.12,0,8.02,0.09,0.72,1.78,3.38,1.7,0.25,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3426,44.77,0.07,3.25,0.11,25.45,0.46,4.94,0.04,7.85,0.04,0.49,3.18,1.64,2.48,0.21,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3427,50.5,0.21,5.3,0.16,22.56,0.55,4.41,0.05,7.27,0.01,0,1.91,2.67,3.22,0.18,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3428,50.27,0,4.82,0.07,24.58,0.68,3.41,0.02,8.02,0.08,0.07,3.7,2.39,0.76,0.31,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3429,49.25,0.35,4.91,0.06,26.48,0.78,3.74,0.07,6.67,0.11,0.13,3.34,2.25,0.28,0.08,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3430,51.79,0.09,2.46,0,25.47,0.64,3.5,0.03,7.06,0.27,0,1.1,3.55,0.43,0.7,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3431,56.93,0.02,2.2,0.08,21.12,0.53,6.76,0.06,8.54,0.06,0,2.05,4.19,3.19,0.17,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3432,54.21,0.09,3.4,0.06,17.18,0.23,6.4,0.03,9.41,0.07,0,1.42,3.6,0.32,0.33,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3433,54,0,5.24,0.04,19.49,0.58,5.33,0.03,5.22,0.06,0,1.7,2.95,2.67,0,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3434,48.72,0.02,4.49,0.09,23.42,0.4,5.03,0.14,7.12,0.11,0,3.2,1.56,1.45,0.28,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3435,50,0.07,6.15,0.17,25.3,0.92,3.39,0.03,6.4,0.13,0,3.67,1.37,0.32,0.21,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3436,41.9,0.83,11.75,0.46,2.56,0.03,23.53,0.07,10.2,0.18,0.03,4.01,0.54,0.04,0.2,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3437,43.96,0.15,5.07,0.07,28.56,0.72,3.47,0.2,6.43,0.12,0.19,2.14,3.56,0.5,0.27,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
3438,51.85,0.12,1.13,0.07,17.83,3.99,6.34,0,9.47,0.15,0.56,3.64,1.25,0.48,0,0,0,0,0,0,0,0,CELADONITE,MICA,NA,NA,NA
